obaf_number,source_af_type,number_arguments,cycle_probability,instance_number,beta,base_degree,semantics,reliability,number_of_agents,distribution_type,truth_extension,cosar_base_score,cosar_na_score,cosar_bayesian_score,wct_score,css_score
14905,WS,20,0.5,1,0.25,4,PR,0.2,5,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14906,WS,20,0.5,1,0.25,4,PR,0.2,5,average,a3|a9|a10|a13|a16,0,0,0,0,0
14907,WS,20,0.5,1,0.25,4,PR,0.2,10,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14908,WS,20,0.5,1,0.25,4,PR,0.2,10,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14909,WS,20,0.5,1,0.25,4,PR,0.2,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14910,WS,20,0.5,1,0.25,4,PR,0.2,15,average,a3|a9|a10|a13|a16,0,0,0,0,0
14911,WS,20,0.5,1,0.25,4,PR,0.2,20,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14912,WS,20,0.5,1,0.25,4,PR,0.2,20,average,a3|a9|a10|a13|a16,0,0,0,0,0
14913,WS,20,0.5,1,0.25,4,PR,0.2,25,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14914,WS,20,0.5,1,0.25,4,PR,0.2,25,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14915,WS,20,0.5,1,0.25,4,PR,0.2,30,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14916,WS,20,0.5,1,0.25,4,PR,0.2,30,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14917,WS,20,0.5,1,0.25,4,PR,0.3,5,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14918,WS,20,0.5,1,0.25,4,PR,0.3,5,average,a3|a9|a10|a13|a16,0,0,0,0,0
14919,WS,20,0.5,1,0.25,4,PR,0.3,10,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14920,WS,20,0.5,1,0.25,4,PR,0.3,10,average,a3|a9|a10|a13|a16,0,0,0,0,0
14921,WS,20,0.5,1,0.25,4,PR,0.3,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14922,WS,20,0.5,1,0.25,4,PR,0.3,15,average,a3|a9|a10|a13|a16,0,0,0,0,0
14923,WS,20,0.5,1,0.25,4,PR,0.3,20,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14924,WS,20,0.5,1,0.25,4,PR,0.3,20,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14925,WS,20,0.5,1,0.25,4,PR,0.3,25,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14926,WS,20,0.5,1,0.25,4,PR,0.3,25,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14927,WS,20,0.5,1,0.25,4,PR,0.3,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14928,WS,20,0.5,1,0.25,4,PR,0.3,30,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14929,WS,20,0.5,1,0.25,4,PR,0.4,5,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14930,WS,20,0.5,1,0.25,4,PR,0.4,5,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14931,WS,20,0.5,1,0.25,4,PR,0.4,10,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14932,WS,20,0.5,1,0.25,4,PR,0.4,10,average,a3|a9|a10|a13|a16,0,0,0,0,0
14933,WS,20,0.5,1,0.25,4,PR,0.4,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14934,WS,20,0.5,1,0.25,4,PR,0.4,15,average,a3|a9|a10|a13|a16,0,0,0,0,0
14935,WS,20,0.5,1,0.25,4,PR,0.4,20,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14936,WS,20,0.5,1,0.25,4,PR,0.4,20,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14937,WS,20,0.5,1,0.25,4,PR,0.4,25,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14938,WS,20,0.5,1,0.25,4,PR,0.4,25,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14939,WS,20,0.5,1,0.25,4,PR,0.4,30,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14940,WS,20,0.5,1,0.25,4,PR,0.4,30,average,a3|a9|a10|a13|a16,0,0,0,0,0
14941,WS,20,0.5,1,0.25,4,PR,0.5,5,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14942,WS,20,0.5,1,0.25,4,PR,0.5,5,average,a3|a9|a10|a13|a16,0,0,0,0,1
14943,WS,20,0.5,1,0.25,4,PR,0.5,10,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
14944,WS,20,0.5,1,0.25,4,PR,0.5,10,average,a3|a9|a10|a13|a16,0,0,0,0,1
14945,WS,20,0.5,1,0.25,4,PR,0.5,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
14946,WS,20,0.5,1,0.25,4,PR,0.5,15,average,a3|a9|a10|a13|a16,0,0,0,0,0
14947,WS,20,0.5,1,0.25,4,PR,0.5,20,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,1
14948,WS,20,0.5,1,0.25,4,PR,0.5,20,average,a3|a9|a10|a13|a16,0,0,0,0,0
14949,WS,20,0.5,1,0.25,4,PR,0.5,25,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,1
14950,WS,20,0.5,1,0.25,4,PR,0.5,25,average,a3|a9|a10|a13|a16,0,0,0,0,0
14951,WS,20,0.5,1,0.25,4,PR,0.5,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14952,WS,20,0.5,1,0.25,4,PR,0.5,30,average,a3|a9|a10|a13|a16,0,0,0,0,0
14953,WS,20,0.5,1,0.25,4,PR,0.6,5,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14954,WS,20,0.5,1,0.25,4,PR,0.6,5,average,a3|a9|a10|a13|a16,0,0,0,0,1
14955,WS,20,0.5,1,0.25,4,PR,0.6,10,uniform,a3|a7|a9|a10|a15|a19,0,0,1,0,1
14956,WS,20,0.5,1,0.25,4,PR,0.6,10,average,a3|a9|a10|a13|a16,0,0,0,0,1
14957,WS,20,0.5,1,0.25,4,PR,0.6,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14958,WS,20,0.5,1,0.25,4,PR,0.6,15,average,a3|a9|a10|a13|a16,0,0,0,0,1
14959,WS,20,0.5,1,0.25,4,PR,0.6,20,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14960,WS,20,0.5,1,0.25,4,PR,0.6,20,average,a3|a9|a10|a13|a16,0,0,0,0,1
14961,WS,20,0.5,1,0.25,4,PR,0.6,25,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,1
14962,WS,20,0.5,1,0.25,4,PR,0.6,25,average,a3|a9|a10|a13|a16,0,0,0,0,1
14963,WS,20,0.5,1,0.25,4,PR,0.6,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14964,WS,20,0.5,1,0.25,4,PR,0.6,30,average,a3|a9|a10|a13|a16,0,0,0,0,1
14965,WS,20,0.5,1,0.25,4,PR,0.7,5,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14966,WS,20,0.5,1,0.25,4,PR,0.7,5,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14967,WS,20,0.5,1,0.25,4,PR,0.7,10,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14968,WS,20,0.5,1,0.25,4,PR,0.7,10,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14969,WS,20,0.5,1,0.25,4,PR,0.7,15,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14970,WS,20,0.5,1,0.25,4,PR,0.7,15,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14971,WS,20,0.5,1,0.25,4,PR,0.7,20,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14972,WS,20,0.5,1,0.25,4,PR,0.7,20,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14973,WS,20,0.5,1,0.25,4,PR,0.7,25,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14974,WS,20,0.5,1,0.25,4,PR,0.7,25,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14975,WS,20,0.5,1,0.25,4,PR,0.7,30,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14976,WS,20,0.5,1,0.25,4,PR,0.7,30,average,a3|a9|a10|a13|a16,0,0,0,0,1
14977,WS,20,0.5,1,0.25,4,PR,0.8,5,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14978,WS,20,0.5,1,0.25,4,PR,0.8,5,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14979,WS,20,0.5,1,0.25,4,PR,0.8,10,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14980,WS,20,0.5,1,0.25,4,PR,0.8,10,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14981,WS,20,0.5,1,0.25,4,PR,0.8,15,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14982,WS,20,0.5,1,0.25,4,PR,0.8,15,average,a3|a9|a10|a13|a16,0,0,0,0,1
14983,WS,20,0.5,1,0.25,4,PR,0.8,20,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14984,WS,20,0.5,1,0.25,4,PR,0.8,20,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14985,WS,20,0.5,1,0.25,4,PR,0.8,25,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14986,WS,20,0.5,1,0.25,4,PR,0.8,25,average,a3|a9|a10|a13|a16,0,0,0,0,1
14987,WS,20,0.5,1,0.25,4,PR,0.8,30,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14988,WS,20,0.5,1,0.25,4,PR,0.8,30,average,a3|a9|a10|a13|a16,0,0,0,0,1
14989,WS,20,0.5,1,0.25,4,PR,0.9,5,uniform,a3|a9|a10|a13|a16,1,0,0,0,1
14990,WS,20,0.5,1,0.25,4,PR,0.9,5,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14991,WS,20,0.5,1,0.25,4,PR,0.9,10,uniform,a3|a9|a10|a13|a16,1,0,0,0,1
14992,WS,20,0.5,1,0.25,4,PR,0.9,10,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14993,WS,20,0.5,1,0.25,4,PR,0.9,15,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14994,WS,20,0.5,1,0.25,4,PR,0.9,15,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14995,WS,20,0.5,1,0.25,4,PR,0.9,20,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14996,WS,20,0.5,1,0.25,4,PR,0.9,20,average,a3|a9|a10|a13|a16,0,0,1,0,1
14997,WS,20,0.5,1,0.25,4,PR,0.9,25,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
14998,WS,20,0.5,1,0.25,4,PR,0.9,25,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
14999,WS,20,0.5,1,0.25,4,PR,0.9,30,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15000,WS,20,0.5,1,0.25,4,PR,0.9,30,average,a3|a9|a10|a13|a16,0,0,0,0,1
15001,WS,20,0.5,1,0.25,4,PR,1.0,5,uniform,a3|a9|a10|a13|a16,1,1,1,0,1
15002,WS,20,0.5,1,0.25,4,PR,1.0,5,average,a3|a9|a10|a13|a16,1,1,1,0,1
15003,WS,20,0.5,1,0.25,4,PR,1.0,10,uniform,a3|a9|a10|a13|a16,1,1,1,0,1
15004,WS,20,0.5,1,0.25,4,PR,1.0,10,average,a3|a9|a10|a13|a16,1,1,1,0,1
15005,WS,20,0.5,1,0.25,4,PR,1.0,15,uniform,a3|a9|a10|a13|a16,1,1,1,0,1
15006,WS,20,0.5,1,0.25,4,PR,1.0,15,average,a3|a9|a10|a13|a16,1,1,1,0,1
15007,WS,20,0.5,1,0.25,4,PR,1.0,20,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15008,WS,20,0.5,1,0.25,4,PR,1.0,20,average,a3|a9|a10|a13|a16,1,1,1,0,1
15009,WS,20,0.5,1,0.25,4,PR,1.0,25,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15010,WS,20,0.5,1,0.25,4,PR,1.0,25,average,a3|a9|a10|a13|a16,1,1,1,0,1
15011,WS,20,0.5,1,0.25,4,PR,1.0,30,uniform,a3|a9|a10|a13|a16,1,1,1,0,1
15012,WS,20,0.5,1,0.25,4,PR,1.0,30,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15013,WS,20,0.5,1,0.25,4,CO,0.2,5,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15014,WS,20,0.5,1,0.25,4,CO,0.2,5,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15015,WS,20,0.5,1,0.25,4,CO,0.2,10,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15016,WS,20,0.5,1,0.25,4,CO,0.2,10,average,a3|a9|a10,0,0,0,0,0
15017,WS,20,0.5,1,0.25,4,CO,0.2,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15018,WS,20,0.5,1,0.25,4,CO,0.2,15,average,a3|a9|a10,0,0,0,0,0
15019,WS,20,0.5,1,0.25,4,CO,0.2,20,uniform,a3|a9|a10,0,0,0,0,0
15020,WS,20,0.5,1,0.25,4,CO,0.2,20,average,a3|a9|a10|a13|a16,0,0,0,0,0
15021,WS,20,0.5,1,0.25,4,CO,0.2,25,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15022,WS,20,0.5,1,0.25,4,CO,0.2,25,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15023,WS,20,0.5,1,0.25,4,CO,0.2,30,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15024,WS,20,0.5,1,0.25,4,CO,0.2,30,average,a3|a9|a10|a13|a16,0,0,0,0,0
15025,WS,20,0.5,1,0.25,4,CO,0.3,5,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15026,WS,20,0.5,1,0.25,4,CO,0.3,5,average,a3|a9|a10,0,0,0,0,0
15027,WS,20,0.5,1,0.25,4,CO,0.3,10,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15028,WS,20,0.5,1,0.25,4,CO,0.3,10,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15029,WS,20,0.5,1,0.25,4,CO,0.3,15,uniform,a3|a9|a10,0,0,0,0,0
15030,WS,20,0.5,1,0.25,4,CO,0.3,15,average,a3|a9|a10,0,0,0,0,0
15031,WS,20,0.5,1,0.25,4,CO,0.3,20,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15032,WS,20,0.5,1,0.25,4,CO,0.3,20,average,a3|a9|a10,0,0,0,0,0
15033,WS,20,0.5,1,0.25,4,CO,0.3,25,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15034,WS,20,0.5,1,0.25,4,CO,0.3,25,average,a3|a9|a10,0,0,0,0,0
15035,WS,20,0.5,1,0.25,4,CO,0.3,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15036,WS,20,0.5,1,0.25,4,CO,0.3,30,average,a3|a9|a10,0,0,0,0,0
15037,WS,20,0.5,1,0.25,4,CO,0.4,5,uniform,a3|a9|a10,0,0,0,0,0
15038,WS,20,0.5,1,0.25,4,CO,0.4,5,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15039,WS,20,0.5,1,0.25,4,CO,0.4,10,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15040,WS,20,0.5,1,0.25,4,CO,0.4,10,average,a3|a9|a10|a13|a16,0,0,0,0,0
15041,WS,20,0.5,1,0.25,4,CO,0.4,15,uniform,a3|a9|a10,0,0,0,0,0
15042,WS,20,0.5,1,0.25,4,CO,0.4,15,average,a3|a9|a10|a13|a16,0,0,0,0,0
15043,WS,20,0.5,1,0.25,4,CO,0.4,20,uniform,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15044,WS,20,0.5,1,0.25,4,CO,0.4,20,average,a3|a9|a10|a13|a16,0,0,0,0,0
15045,WS,20,0.5,1,0.25,4,CO,0.4,25,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15046,WS,20,0.5,1,0.25,4,CO,0.4,25,average,a3|a9|a10|a13|a16,0,0,0,0,0
15047,WS,20,0.5,1,0.25,4,CO,0.4,30,uniform,a3|a9|a10,0,0,0,0,0
15048,WS,20,0.5,1,0.25,4,CO,0.4,30,average,a3|a9|a10|a13|a16,0,0,0,0,0
15049,WS,20,0.5,1,0.25,4,CO,0.5,5,uniform,a3|a9|a10,0,0,0,0,0
15050,WS,20,0.5,1,0.25,4,CO,0.5,5,average,a3|a9|a10,0,0,0,0,0
15051,WS,20,0.5,1,0.25,4,CO,0.5,10,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15052,WS,20,0.5,1,0.25,4,CO,0.5,10,average,a3|a7|a9|a10|a15|a19,0,0,0,0,1
15053,WS,20,0.5,1,0.25,4,CO,0.5,15,uniform,a3|a9|a10,0,0,0,0,1
15054,WS,20,0.5,1,0.25,4,CO,0.5,15,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15055,WS,20,0.5,1,0.25,4,CO,0.5,20,uniform,a3|a9|a10|a13|a16,0,0,0,0,0
15056,WS,20,0.5,1,0.25,4,CO,0.5,20,average,a3|a9|a10,0,0,0,0,1
15057,WS,20,0.5,1,0.25,4,CO,0.5,25,uniform,a3|a9|a10,0,0,0,0,0
15058,WS,20,0.5,1,0.25,4,CO,0.5,25,average,a3|a9|a10,0,0,0,0,0
15059,WS,20,0.5,1,0.25,4,CO,0.5,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15060,WS,20,0.5,1,0.25,4,CO,0.5,30,average,a3|a7|a9|a10|a15|a19,0,0,0,0,0
15061,WS,20,0.5,1,0.25,4,CO,0.6,5,uniform,a3|a9|a10,0,0,0,0,1
15062,WS,20,0.5,1,0.25,4,CO,0.6,5,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15063,WS,20,0.5,1,0.25,4,CO,0.6,10,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15064,WS,20,0.5,1,0.25,4,CO,0.6,10,average,a3|a9|a10|a13|a16,0,0,0,0,1
15065,WS,20,0.5,1,0.25,4,CO,0.6,15,uniform,a3|a9|a10,0,0,0,0,1
15066,WS,20,0.5,1,0.25,4,CO,0.6,15,average,a3|a9|a10,0,0,0,0,1
15067,WS,20,0.5,1,0.25,4,CO,0.6,20,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15068,WS,20,0.5,1,0.25,4,CO,0.6,20,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15069,WS,20,0.5,1,0.25,4,CO,0.6,25,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15070,WS,20,0.5,1,0.25,4,CO,0.6,25,average,a3|a9|a10,0,0,0,0,1
15071,WS,20,0.5,1,0.25,4,CO,0.6,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15072,WS,20,0.5,1,0.25,4,CO,0.6,30,average,a3|a9|a10|a13|a16,0,0,0,0,1
15073,WS,20,0.5,1,0.25,4,CO,0.7,5,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15074,WS,20,0.5,1,0.25,4,CO,0.7,5,average,a3|a9|a10|a13|a16,0,0,0,0,1
15075,WS,20,0.5,1,0.25,4,CO,0.7,10,uniform,a3|a9|a10,0,0,0,0,1
15076,WS,20,0.5,1,0.25,4,CO,0.7,10,average,a3|a9|a10|a13|a16,0,0,0,0,1
15077,WS,20,0.5,1,0.25,4,CO,0.7,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15078,WS,20,0.5,1,0.25,4,CO,0.7,15,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15079,WS,20,0.5,1,0.25,4,CO,0.7,20,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15080,WS,20,0.5,1,0.25,4,CO,0.7,20,average,a3|a9|a10,0,0,0,0,1
15081,WS,20,0.5,1,0.25,4,CO,0.7,25,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15082,WS,20,0.5,1,0.25,4,CO,0.7,25,average,a3|a9|a10|a13|a16,0,0,0,0,1
15083,WS,20,0.5,1,0.25,4,CO,0.7,30,uniform,a3|a9|a10,0,0,0,0,1
15084,WS,20,0.5,1,0.25,4,CO,0.7,30,average,a3|a9|a10,0,0,0,0,1
15085,WS,20,0.5,1,0.25,4,CO,0.8,5,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15086,WS,20,0.5,1,0.25,4,CO,0.8,5,average,a3|a9|a10|a13|a16,0,0,0,0,1
15087,WS,20,0.5,1,0.25,4,CO,0.8,10,uniform,a3|a9|a10|a13|a16,1,0,0,0,1
15088,WS,20,0.5,1,0.25,4,CO,0.8,10,average,a3|a9|a10,0,0,0,0,1
15089,WS,20,0.5,1,0.25,4,CO,0.8,15,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15090,WS,20,0.5,1,0.25,4,CO,0.8,15,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15091,WS,20,0.5,1,0.25,4,CO,0.8,20,uniform,a3|a9|a10,0,0,0,0,1
15092,WS,20,0.5,1,0.25,4,CO,0.8,20,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15093,WS,20,0.5,1,0.25,4,CO,0.8,25,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15094,WS,20,0.5,1,0.25,4,CO,0.8,25,average,a3|a9|a10,0,0,0,0,1
15095,WS,20,0.5,1,0.25,4,CO,0.8,30,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15096,WS,20,0.5,1,0.25,4,CO,0.8,30,average,a3|a9|a10,0,0,0,0,1
15097,WS,20,0.5,1,0.25,4,CO,0.9,5,uniform,a3|a9|a10|a13|a16,1,0,0,0,1
15098,WS,20,0.5,1,0.25,4,CO,0.9,5,average,a3|a9|a10,0,0,0,0,1
15099,WS,20,0.5,1,0.25,4,CO,0.9,10,uniform,a3|a9|a10,0,0,0,0,1
15100,WS,20,0.5,1,0.25,4,CO,0.9,10,average,a3|a9|a10|a13|a16,1,0,0,0,1
15101,WS,20,0.5,1,0.25,4,CO,0.9,15,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15102,WS,20,0.5,1,0.25,4,CO,0.9,15,average,a3|a9|a10,0,0,0,0,1
15103,WS,20,0.5,1,0.25,4,CO,0.9,20,uniform,a3|a9|a10|a13|a16,0,0,0,0,1
15104,WS,20,0.5,1,0.25,4,CO,0.9,20,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15105,WS,20,0.5,1,0.25,4,CO,0.9,25,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15106,WS,20,0.5,1,0.25,4,CO,0.9,25,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15107,WS,20,0.5,1,0.25,4,CO,0.9,30,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15108,WS,20,0.5,1,0.25,4,CO,0.9,30,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15109,WS,20,0.5,1,0.25,4,CO,1.0,5,uniform,a3|a9|a10,0,0,0,0,1
15110,WS,20,0.5,1,0.25,4,CO,1.0,5,average,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15111,WS,20,0.5,1,0.25,4,CO,1.0,10,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15112,WS,20,0.5,1,0.25,4,CO,1.0,10,average,a3|a9|a10,0,0,0,0,1
15113,WS,20,0.5,1,0.25,4,CO,1.0,15,uniform,a3|a9|a10,0,0,0,0,1
15114,WS,20,0.5,1,0.25,4,CO,1.0,15,average,a3|a9|a10,0,0,0,0,1
15115,WS,20,0.5,1,0.25,4,CO,1.0,20,uniform,a3|a9|a10,0,0,0,0,1
15116,WS,20,0.5,1,0.25,4,CO,1.0,20,average,a3|a9|a10,0,0,0,0,1
15117,WS,20,0.5,1,0.25,4,CO,1.0,25,uniform,a3|a9|a10,0,0,0,0,1
15118,WS,20,0.5,1,0.25,4,CO,1.0,25,average,a3|a9|a10|a13|a16,1,1,1,0,1
15119,WS,20,0.5,1,0.25,4,CO,1.0,30,uniform,a3|a7|a9|a10|a15|a19,1,1,1,0,1
15120,WS,20,0.5,1,0.25,4,CO,1.0,30,average,a3|a9|a10|a13|a16,1,1,1,0,1
15121,WS,20,0.5,4,0.5,4,PR,0.2,5,uniform,a2|a3|a12|a14|a16,0,0,0,0,0
15122,WS,20,0.5,4,0.5,4,PR,0.2,5,average,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15123,WS,20,0.5,4,0.5,4,PR,0.2,10,uniform,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15124,WS,20,0.5,4,0.5,4,PR,0.2,10,average,a0|a2|a6|a9|a13|a18,0,0,0,0,0
15125,WS,20,0.5,4,0.5,4,PR,0.2,15,uniform,a0|a2|a6|a9|a13|a18,0,0,0,0,0
15126,WS,20,0.5,4,0.5,4,PR,0.2,15,average,a2|a3|a12|a14|a16,0,0,0,0,0
15127,WS,20,0.5,4,0.5,4,PR,0.2,20,uniform,a2|a3|a12|a14|a16,0,0,0,0,0
15128,WS,20,0.5,4,0.5,4,PR,0.2,20,average,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15129,WS,20,0.5,4,0.5,4,PR,0.2,25,uniform,a2|a3|a11|a12|a16|a19,0,0,0,0,0
15130,WS,20,0.5,4,0.5,4,PR,0.2,25,average,a2|a3|a11|a12|a16|a19,0,0,0,0,0
15131,WS,20,0.5,4,0.5,4,PR,0.2,30,uniform,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15132,WS,20,0.5,4,0.5,4,PR,0.2,30,average,a2|a3|a11|a12|a16|a19,0,0,0,0,0
15133,WS,20,0.5,4,0.5,4,PR,0.3,5,uniform,a2|a3|a11|a12|a16|a19,0,0,0,0,0
15134,WS,20,0.5,4,0.5,4,PR,0.3,5,average,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15135,WS,20,0.5,4,0.5,4,PR,0.3,10,uniform,a2|a3|a12|a14|a16,0,0,0,0,0
15136,WS,20,0.5,4,0.5,4,PR,0.3,10,average,a0|a2|a6|a9|a13|a18,0,0,0,0,0
15137,WS,20,0.5,4,0.5,4,PR,0.3,15,uniform,a0|a2|a6|a9|a13|a18,0,0,0,0,0
15138,WS,20,0.5,4,0.5,4,PR,0.3,15,average,a0|a2|a6|a9|a13|a18,0,0,0,0,0
15139,WS,20,0.5,4,0.5,4,PR,0.3,20,uniform,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15140,WS,20,0.5,4,0.5,4,PR,0.3,20,average,a2|a3|a11|a12|a16|a19,0,0,0,0,0
15141,WS,20,0.5,4,0.5,4,PR,0.3,25,uniform,a0|a2|a6|a9|a12|a15|a18,0,0,0,0,0
15142,WS,20,0.5,4,0.5,4,PR,0.3,25,average,a2|a3|a12|a14|a16,0,0,0,0,0
15143,WS,20,0.5,4,0.5,4,PR,0.3,30,uniform,a2|a3|a12|a14|a16,0,0,0,0,0
15144,WS,20,0.5,4,0.5,4,PR,0.3,30,average,a0|a2|a6|a9|a13|a18,0,0,0,0,0
15145,WS,20,0.5,4,0.5,4,PR,0.4,5,uniform,a2|a3|a12|a14|a16,0,0,0,0,0
15146,WS,20,0.5,4,0.5,4,PR,0.4,5,average,a2|a3|a11|a12|a16|a19,0,0,0,0,0
