obaf_number,source_af_type,number_arguments,cycle_probability,instance_number,beta,base_degree,semantics,reliability,number_of_agents,distribution_type,truth_extension,cosar_base_score,cosar_na_score,cosar_bayesian_score,wct_score,css_score
3228,BA,20,0.3,0,,,CO,0.9,30,average,a3|a4|a5|a6|a9|a11|a12|a13|a16|a18|a19,0,0,0,0,1
3229,BA,20,0.3,0,,,CO,1.0,5,uniform,a3|a4|a5|a6|a9|a11|a13|a16|a17|a18|a19,0,0,0,0,1
3230,BA,20,0.3,0,,,CO,1.0,5,average,a4|a5|a6|a8|a9|a10|a11|a12|a13|a16|a18|a19,0,0,0,0,1
3231,BA,20,0.3,0,,,CO,1.0,10,uniform,a3|a4|a5|a6|a8|a9|a10|a11|a13|a16|a18|a19,0,0,0,0,1
3232,BA,20,0.3,0,,,CO,1.0,10,average,a3|a4|a5|a6|a8|a9|a10|a11|a12|a13|a16|a18|a19,1,1,1,0,1
3233,BA,20,0.3,0,,,CO,1.0,15,uniform,a1|a4|a5|a6|a8|a9|a10|a11|a12|a13|a16|a18|a19,1,1,1,0,1
3234,BA,20,0.3,0,,,CO,1.0,15,average,a1|a4|a5|a6|a9|a11|a13|a16|a18|a19,0,0,0,0,1
3235,BA,20,0.3,0,,,CO,1.0,20,uniform,a3|a4|a5|a6|a8|a9|a10|a11|a13|a16|a17|a18|a19,1,1,1,0,1
3236,BA,20,0.3,0,,,CO,1.0,20,average,a3|a4|a5|a6|a7|a9|a11|a13|a16|a18|a19,0,0,0,0,1
3237,BA,20,0.3,0,,,CO,1.0,25,uniform,a4|a5|a6|a9|a11|a13|a16|a18|a19,0,0,0,0,1
3238,BA,20,0.3,0,,,CO,1.0,25,average,a3|a4|a5|a6|a9|a11|a13|a16|a18|a19,0,0,0,0,1
3239,BA,20,0.3,0,,,CO,1.0,30,uniform,a1|a4|a5|a6|a7|a9|a11|a13|a16|a18|a19,0,0,0,0,1
3240,BA,20,0.3,0,,,CO,1.0,30,average,a1|a4|a5|a6|a8|a9|a10|a11|a12|a13|a16|a18|a19,1,1,1,0,1
3241,BA,20,0.3,7,,,PR,0.2,5,uniform,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,0,0,0,0,0
3242,BA,20,0.3,7,,,PR,0.2,5,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3243,BA,20,0.3,7,,,PR,0.2,10,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3244,BA,20,0.3,7,,,PR,0.2,10,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3245,BA,20,0.3,7,,,PR,0.2,15,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,0,0,0,0,0
3246,BA,20,0.3,7,,,PR,0.2,15,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3247,BA,20,0.3,7,,,PR,0.2,20,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3248,BA,20,0.3,7,,,PR,0.2,20,average,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,0,0,0,0,0
3249,BA,20,0.3,7,,,PR,0.2,25,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,0,0,0,0,0
3250,BA,20,0.3,7,,,PR,0.2,25,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3251,BA,20,0.3,7,,,PR,0.2,30,uniform,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,0,0,0,0,0
3252,BA,20,0.3,7,,,PR,0.2,30,average,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3253,BA,20,0.3,7,,,PR,0.3,5,uniform,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3254,BA,20,0.3,7,,,PR,0.3,5,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3255,BA,20,0.3,7,,,PR,0.3,10,uniform,a0|a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3256,BA,20,0.3,7,,,PR,0.3,10,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3257,BA,20,0.3,7,,,PR,0.3,15,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3258,BA,20,0.3,7,,,PR,0.3,15,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3259,BA,20,0.3,7,,,PR,0.3,20,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3260,BA,20,0.3,7,,,PR,0.3,20,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3261,BA,20,0.3,7,,,PR,0.3,25,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3262,BA,20,0.3,7,,,PR,0.3,25,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3263,BA,20,0.3,7,,,PR,0.3,30,uniform,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3264,BA,20,0.3,7,,,PR,0.3,30,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3265,BA,20,0.3,7,,,PR,0.4,5,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3266,BA,20,0.3,7,,,PR,0.4,5,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3267,BA,20,0.3,7,,,PR,0.4,10,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3268,BA,20,0.3,7,,,PR,0.4,10,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,0,0,0,0,0
3269,BA,20,0.3,7,,,PR,0.4,15,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3270,BA,20,0.3,7,,,PR,0.4,15,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3271,BA,20,0.3,7,,,PR,0.4,20,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3272,BA,20,0.3,7,,,PR,0.4,20,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3273,BA,20,0.3,7,,,PR,0.4,25,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3274,BA,20,0.3,7,,,PR,0.4,25,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,0,0,0,0,0
3275,BA,20,0.3,7,,,PR,0.4,30,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3276,BA,20,0.3,7,,,PR,0.4,30,average,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3277,BA,20,0.3,7,,,PR,0.5,5,uniform,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,0,0,0,0,0
3278,BA,20,0.3,7,,,PR,0.5,5,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3279,BA,20,0.3,7,,,PR,0.5,10,uniform,a0|a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3280,BA,20,0.3,7,,,PR,0.5,10,average,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,0,0,0,0,0
3281,BA,20,0.3,7,,,PR,0.5,15,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,1
3282,BA,20,0.3,7,,,PR,0.5,15,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3283,BA,20,0.3,7,,,PR,0.5,20,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3284,BA,20,0.3,7,,,PR,0.5,20,average,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3285,BA,20,0.3,7,,,PR,0.5,25,uniform,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3286,BA,20,0.3,7,,,PR,0.5,25,average,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3287,BA,20,0.3,7,,,PR,0.5,30,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3288,BA,20,0.3,7,,,PR,0.5,30,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3289,BA,20,0.3,7,,,PR,0.6,5,uniform,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,1
3290,BA,20,0.3,7,,,PR,0.6,5,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,1
3291,BA,20,0.3,7,,,PR,0.6,10,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3292,BA,20,0.3,7,,,PR,0.6,10,average,a0|a7|a8|a10|a11|a12|a14|a15|a17,1,1,1,0,1
3293,BA,20,0.3,7,,,PR,0.6,15,uniform,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,1,1,1,0,1
3294,BA,20,0.3,7,,,PR,0.6,15,average,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3295,BA,20,0.3,7,,,PR,0.6,20,uniform,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,1,1,0,0,1
3296,BA,20,0.3,7,,,PR,0.6,20,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3297,BA,20,0.3,7,,,PR,0.6,25,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3298,BA,20,0.3,7,,,PR,0.6,25,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3299,BA,20,0.3,7,,,PR,0.6,30,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3300,BA,20,0.3,7,,,PR,0.6,30,average,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3301,BA,20,0.3,7,,,PR,0.7,5,uniform,a0|a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,1
3302,BA,20,0.3,7,,,PR,0.7,5,average,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3303,BA,20,0.3,7,,,PR,0.7,10,uniform,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3304,BA,20,0.3,7,,,PR,0.7,10,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3305,BA,20,0.3,7,,,PR,0.7,15,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3306,BA,20,0.3,7,,,PR,0.7,15,average,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3307,BA,20,0.3,7,,,PR,0.7,20,uniform,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,1,1,1,0,1
3308,BA,20,0.3,7,,,PR,0.7,20,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3309,BA,20,0.3,7,,,PR,0.7,25,uniform,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,1,1,1,0,1
3310,BA,20,0.3,7,,,PR,0.7,25,average,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3311,BA,20,0.3,7,,,PR,0.7,30,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3312,BA,20,0.3,7,,,PR,0.7,30,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3313,BA,20,0.3,7,,,PR,0.8,5,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3314,BA,20,0.3,7,,,PR,0.8,5,average,a0|a7|a8|a10|a11|a12|a14|a15|a17,1,1,1,0,1
3315,BA,20,0.3,7,,,PR,0.8,10,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3316,BA,20,0.3,7,,,PR,0.8,10,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3317,BA,20,0.3,7,,,PR,0.8,15,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3318,BA,20,0.3,7,,,PR,0.8,15,average,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,1,1,1,0,1
3319,BA,20,0.3,7,,,PR,0.8,20,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3320,BA,20,0.3,7,,,PR,0.8,20,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3321,BA,20,0.3,7,,,PR,0.8,25,uniform,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3322,BA,20,0.3,7,,,PR,0.8,25,average,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3323,BA,20,0.3,7,,,PR,0.8,30,uniform,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3324,BA,20,0.3,7,,,PR,0.8,30,average,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3325,BA,20,0.3,7,,,PR,0.9,5,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3326,BA,20,0.3,7,,,PR,0.9,5,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3327,BA,20,0.3,7,,,PR,0.9,10,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3328,BA,20,0.3,7,,,PR,0.9,10,average,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3329,BA,20,0.3,7,,,PR,0.9,15,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3330,BA,20,0.3,7,,,PR,0.9,15,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,1,1,1,0,1
3331,BA,20,0.3,7,,,PR,0.9,20,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3332,BA,20,0.3,7,,,PR,0.9,20,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3333,BA,20,0.3,7,,,PR,0.9,25,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3334,BA,20,0.3,7,,,PR,0.9,25,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3335,BA,20,0.3,7,,,PR,0.9,30,uniform,a1|a3|a7|a9|a11|a12|a13|a14|a15|a17|a19,1,1,1,0,1
3336,BA,20,0.3,7,,,PR,0.9,30,average,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3337,BA,20,0.3,7,,,PR,1.0,5,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3338,BA,20,0.3,7,,,PR,1.0,5,average,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
3339,BA,20,0.3,7,,,PR,1.0,10,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3340,BA,20,0.3,7,,,PR,1.0,10,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3341,BA,20,0.3,7,,,PR,1.0,15,uniform,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,1,1,1,0,1
3342,BA,20,0.3,7,,,PR,1.0,15,average,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,1,1,1,0,1
3343,BA,20,0.3,7,,,PR,1.0,20,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3344,BA,20,0.3,7,,,PR,1.0,20,average,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3345,BA,20,0.3,7,,,PR,1.0,25,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3346,BA,20,0.3,7,,,PR,1.0,25,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3347,BA,20,0.3,7,,,PR,1.0,30,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,1,1,1,0,1
3348,BA,20,0.3,7,,,PR,1.0,30,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,1,1,1,0,1
3349,BA,20,0.3,7,,,CO,0.2,5,uniform,a0|a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3350,BA,20,0.3,7,,,CO,0.2,5,average,a1|a7|a8|a10|a12|a13|a15|a17,0,0,0,0,0
3351,BA,20,0.3,7,,,CO,0.2,10,uniform,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3352,BA,20,0.3,7,,,CO,0.2,10,average,a1|a7|a12|a13|a15|a17,0,0,0,0,0
3353,BA,20,0.3,7,,,CO,0.2,15,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3354,BA,20,0.3,7,,,CO,0.2,15,average,a1|a7|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3355,BA,20,0.3,7,,,CO,0.2,20,uniform,a1|a7|a12|a13|a14|a15|a17,0,0,0,0,0
3356,BA,20,0.3,7,,,CO,0.2,20,average,a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3357,BA,20,0.3,7,,,CO,0.2,25,uniform,a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3358,BA,20,0.3,7,,,CO,0.2,25,average,a1|a7|a8|a10|a12|a13|a14|a15|a17,0,0,0,0,0
3359,BA,20,0.3,7,,,CO,0.2,30,uniform,a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3360,BA,20,0.3,7,,,CO,0.2,30,average,a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3361,BA,20,0.3,7,,,CO,0.3,5,uniform,a7|a12|a15|a17,0,0,0,0,0
3362,BA,20,0.3,7,,,CO,0.3,5,average,a7|a11|a12|a14|a15|a17,0,0,0,0,0
3363,BA,20,0.3,7,,,CO,0.3,10,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3364,BA,20,0.3,7,,,CO,0.3,10,average,a1|a7|a12|a13|a15|a17,0,0,0,0,0
3365,BA,20,0.3,7,,,CO,0.3,15,uniform,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,0
3366,BA,20,0.3,7,,,CO,0.3,15,average,a7|a11|a12|a14|a15|a17,0,0,0,0,0
3367,BA,20,0.3,7,,,CO,0.3,20,uniform,a7|a11|a12|a14|a15|a17,0,0,0,0,0
3368,BA,20,0.3,7,,,CO,0.3,20,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3369,BA,20,0.3,7,,,CO,0.3,25,uniform,a0|a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3370,BA,20,0.3,7,,,CO,0.3,25,average,a1|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3371,BA,20,0.3,7,,,CO,0.3,30,uniform,a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,0
3372,BA,20,0.3,7,,,CO,0.3,30,average,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,0,0,0,0,0
3373,BA,20,0.3,7,,,CO,0.4,5,uniform,a7|a12|a14|a15|a16|a17|a18,0,0,0,0,0
3374,BA,20,0.3,7,,,CO,0.4,5,average,a1|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3375,BA,20,0.3,7,,,CO,0.4,10,uniform,a1|a7|a12|a13|a14|a15|a17,0,0,0,0,0
3376,BA,20,0.3,7,,,CO,0.4,10,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3377,BA,20,0.3,7,,,CO,0.4,15,uniform,a5|a7|a12|a15|a16|a17|a18,0,0,0,0,0
3378,BA,20,0.3,7,,,CO,0.4,15,average,a0|a7|a8|a10|a12|a14|a15|a17,0,0,0,0,0
3379,BA,20,0.3,7,,,CO,0.4,20,uniform,a1|a7|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3380,BA,20,0.3,7,,,CO,0.4,20,average,a7|a12|a15|a16|a17|a18,0,0,0,0,0
3381,BA,20,0.3,7,,,CO,0.4,25,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3382,BA,20,0.3,7,,,CO,0.4,25,average,a1|a7|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3383,BA,20,0.3,7,,,CO,0.4,30,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,0,0,0,0,0
3384,BA,20,0.3,7,,,CO,0.4,30,average,a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3385,BA,20,0.3,7,,,CO,0.5,5,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a17,0,0,0,0,0
3386,BA,20,0.3,7,,,CO,0.5,5,average,a7|a11|a12|a14|a15|a17,0,0,0,0,0
3387,BA,20,0.3,7,,,CO,0.5,10,uniform,a7|a12|a15|a17,0,0,0,0,0
3388,BA,20,0.3,7,,,CO,0.5,10,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3389,BA,20,0.3,7,,,CO,0.5,15,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a17|a19,0,0,0,0,0
3390,BA,20,0.3,7,,,CO,0.5,15,average,a1|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,0
3391,BA,20,0.3,7,,,CO,0.5,20,uniform,a1|a3|a7|a9|a12|a13|a15|a17|a19,0,0,0,0,0
3392,BA,20,0.3,7,,,CO,0.5,20,average,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,0
3393,BA,20,0.3,7,,,CO,0.5,25,uniform,a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,0
3394,BA,20,0.3,7,,,CO,0.5,25,average,a1|a7|a11|a12|a13|a14|a15|a17,0,0,0,0,0
3395,BA,20,0.3,7,,,CO,0.5,30,uniform,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,0
3396,BA,20,0.3,7,,,CO,0.5,30,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3397,BA,20,0.3,7,,,CO,0.6,5,uniform,a1|a3|a7|a9|a12|a13|a14|a15|a16|a17|a18|a19,0,0,0,0,0
3398,BA,20,0.3,7,,,CO,0.6,5,average,a1|a3|a5|a7|a9|a12|a13|a15|a16|a17|a18|a19,0,0,0,0,0
3399,BA,20,0.3,7,,,CO,0.6,10,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a17,0,0,0,0,1
3400,BA,20,0.3,7,,,CO,0.6,10,average,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,1
3401,BA,20,0.3,7,,,CO,0.6,15,uniform,a7|a11|a12|a14|a15|a17,0,0,0,0,1
3402,BA,20,0.3,7,,,CO,0.6,15,average,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,1,0,1
3403,BA,20,0.3,7,,,CO,0.6,20,uniform,a7|a12|a14|a15|a17,0,0,0,0,1
3404,BA,20,0.3,7,,,CO,0.6,20,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3405,BA,20,0.3,7,,,CO,0.6,25,uniform,a1|a7|a12|a13|a14|a15|a17,0,0,0,0,1
3406,BA,20,0.3,7,,,CO,0.6,25,average,a1|a3|a7|a9|a12|a13|a14|a15|a17|a19,0,0,0,0,1
3407,BA,20,0.3,7,,,CO,0.6,30,uniform,a5|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,1
3408,BA,20,0.3,7,,,CO,0.6,30,average,a1|a7|a12|a13|a14|a15|a17,0,0,0,0,1
3409,BA,20,0.3,7,,,CO,0.7,5,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3410,BA,20,0.3,7,,,CO,0.7,5,average,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3411,BA,20,0.3,7,,,CO,0.7,10,uniform,a1|a7|a8|a10|a12|a13|a15|a16|a17|a18,0,0,0,0,1
3412,BA,20,0.3,7,,,CO,0.7,10,average,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,1
3413,BA,20,0.3,7,,,CO,0.7,15,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3414,BA,20,0.3,7,,,CO,0.7,15,average,a0|a7|a8|a10|a12|a15|a16|a17|a18,0,0,0,0,1
3415,BA,20,0.3,7,,,CO,0.7,20,uniform,a5|a7|a12|a15|a16|a17|a18,0,0,0,0,1
3416,BA,20,0.3,7,,,CO,0.7,20,average,a7|a8|a10|a11|a12|a14|a15|a17,0,0,0,0,1
3417,BA,20,0.3,7,,,CO,0.7,25,uniform,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3418,BA,20,0.3,7,,,CO,0.7,25,average,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,1
3419,BA,20,0.3,7,,,CO,0.7,30,uniform,a5|a7|a12|a15|a16|a17|a18,0,0,0,0,1
3420,BA,20,0.3,7,,,CO,0.7,30,average,a0|a7|a8|a10|a12|a15|a17,0,0,0,0,1
3421,BA,20,0.3,7,,,CO,0.8,5,uniform,a7|a12|a14|a15|a17,0,0,0,0,1
3422,BA,20,0.3,7,,,CO,0.8,5,average,a7|a12|a15|a17,0,0,0,0,1
3423,BA,20,0.3,7,,,CO,0.8,10,uniform,a1|a7|a8|a10|a11|a12|a13|a14|a15|a17,1,1,1,0,1
3424,BA,20,0.3,7,,,CO,0.8,10,average,a0|a5|a7|a8|a10|a12|a15|a16|a17|a18,1,1,1,0,1
3425,BA,20,0.3,7,,,CO,0.8,15,uniform,a1|a7|a12|a13|a14|a15|a17,0,0,0,0,1
3426,BA,20,0.3,7,,,CO,0.8,15,average,a0|a7|a8|a10|a12|a14|a15|a16|a17|a18,1,1,1,0,1
3427,BA,20,0.3,7,,,CO,0.8,20,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3428,BA,20,0.3,7,,,CO,0.8,20,average,a1|a7|a8|a10|a12|a13|a15|a17,0,0,0,0,1
3429,BA,20,0.3,7,,,CO,0.8,25,uniform,a0|a7|a8|a10|a11|a12|a14|a15|a17,1,1,1,0,1
3430,BA,20,0.3,7,,,CO,0.8,25,average,a1|a7|a8|a10|a12|a13|a14|a15|a16|a17|a18,1,1,1,0,1
3431,BA,20,0.3,7,,,CO,0.8,30,uniform,a1|a7|a8|a10|a12|a13|a14|a15|a17,0,0,0,0,1
3432,BA,20,0.3,7,,,CO,0.8,30,average,a1|a5|a7|a8|a10|a12|a13|a15|a16|a17|a18,1,1,1,0,1
